Event,Date,Location,WL,Fighter_A,Fighter_B,Fighter_A_KD,Fighter_B_KD,Fighter_A_STR,Fighter_B_STR,Fighter_A_TD,Fighter_B_TD,Fighter_A_SUB,Fighter_B_SUB,Victory_Result,Victory_Method,Round,Time,Weight_Class,Title,Fight_Bonus,Perf_Bonus,Sub_Bonus,KO_Bonus,Year,Outcome
UFC 241: Cormier vs. Miocic 2,2019-08-17,"Anaheim, California, USA",WIN,Kyung Ho Kang,Brandon Davis,1,0,50,77,3,1,0,0,S-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2019,SDEC
UFC 241: Cormier vs. Miocic 2,2019-08-17,"Anaheim, California, USA",WIN,Sabina Mazo,Shana Dobson,0,0,108,33,4,0,0,0,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",WIN,Valentina Shevchenko,Liz Carmouche,0,0,42,18,1,0,0,0,U-DEC,,5,5:00,Women's Flyweight,1,0,0,0,0,2019,UDEC
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",WIN,Vicente Luque,Mike Perry,0,0,84,87,0,0,1,0,S-DEC,,3,5:00,Welterweight,0,1,0,0,0,2019,SDEC
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",WIN,Eduardo Garagorri,Humberto Bandenay,0,0,65,32,1,4,0,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",WIN,Volkan Oezdemir,Ilir Latifi,2,0,64,18,0,1,0,0,KO/TKO,Punch,2,4:31,Light Heavyweight,0,0,1,0,0,2019,KO
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",WIN,Rodolfo Vieira,Oskar Piechota,0,0,18,22,3,0,1,0,SUB,Arm Triangle,2,4:26,Middleweight,0,0,0,0,0,2019,SUB
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",WIN,Enrique Barzola,Bobby Moffett,0,0,83,90,3,0,0,0,S-DEC,,3,5:00,Featherweight,0,0,0,0,0,2019,SDEC
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",WIN,Gilbert Burns,Aleksei Kunchenko,0,0,42,47,3,0,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",WIN,Ciryl Gane,Raphael Pessoa,0,0,15,7,0,0,1,0,SUB,Arm Triangle,1,4:12,Heavyweight,0,0,0,0,0,2019,SUB
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",WIN,Marina Rodriguez,Tecia Pennington,0,0,84,41,1,0,1,0,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",WIN,Rogerio Bontorin,Raulian Paiva,0,0,8,3,2,0,0,0,KO/TKO,,1,2:56,Flyweight,0,0,0,0,0,2019,KO
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",WIN,Chris Gutierrez,Geraldo de Freitas,0,0,48,40,1,2,0,0,S-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2019,SDEC
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",WIN,Alex Da Silva,Kazula Vargas,0,0,17,20,3,0,0,0,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",WIN,Veronica Hardy,Polyana Viana,0,0,1,1,0,1,1,0,SUB,Armbar,1,1:09,Women's Flyweight,0,0,1,0,0,2019,SUB
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",WIN,Colby Covington,Robbie Lawler,0,0,179,78,10,0,0,0,U-DEC,,5,5:00,Welterweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",WIN,Jim Miller,Clay Guida,0,0,2,2,0,0,1,0,SUB,Guillotine Choke,1,0:58,Lightweight,0,0,0,0,0,2019,SUB
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",WIN,Nasrat Haqparast,Joaquim Silva,1,0,21,15,0,0,0,0,KO/TKO,Punch,2,0:36,Lightweight,0,0,1,0,0,2019,KO
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",WIN,Gerald Meerschaert,Trevin Giles,0,0,6,8,1,1,1,0,SUB,Guillotine Choke,3,1:49,Middleweight,0,0,0,0,0,2019,SUB
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",WIN,Scott Holtzman,Dong Hyun Ma,1,0,44,16,1,1,0,0,KO/TKO,,2,5:00,Lightweight,0,0,0,0,0,2019,KO
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",WIN,Kennedy Nzechukwu,Darko Stosic,0,0,50,60,0,4,0,0,U-DEC,,3,5:00,Light Heavyweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",WIN,Mickey Gall,Salim Touahri,0,0,50,48,1,0,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",WIN,Antonina Shevchenko,Lucie Pudilova,0,0,16,6,0,1,3,0,SUB,Rear Naked Choke,2,1:20,Women's Flyweight,0,1,0,0,0,2019,SUB
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",WIN,Matt Schnell,Jordan Espinosa,0,0,3,5,0,0,1,0,SUB,Triangle Choke,1,1:23,Flyweight,0,0,1,0,0,2019,SUB
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",WIN,Lauren Murphy,Mara Romero Borella,1,0,24,22,0,1,0,0,KO/TKO,Knee,3,1:46,Women's Flyweight,0,0,0,0,0,2019,KO
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",WIN,Claudio Silva,Cole Williams,0,0,32,2,1,0,1,0,SUB,Neck Crank,1,2:35,Welterweight,0,0,0,0,0,2019,SUB
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",WIN,Miranda Granger,Hannah Goldy,0,0,61,55,0,0,0,0,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2019,UDEC
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",WIN,Max Holloway,Frankie Edgar,0,0,129,96,0,1,0,0,U-DEC,,5,5:00,Featherweight,1,0,0,0,0,2019,UDEC
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",WIN,Geoff Neal,Niko Price,0,1,41,24,2,0,0,0,KO/TKO,Punches,2,2:39,Welterweight,0,0,1,0,0,2019,KO
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",WIN,Arman Tsarukyan,Olivier Aubin-Mercier,0,0,47,23,2,0,0,0,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2019,UDEC
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",WIN,Krzysztof Jotko,Marc-Andre Barriault,0,0,40,39,1,1,0,0,S-DEC,,3,5:00,Middleweight,0,0,0,0,0,2019,SDEC
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",WIN,Viviane Araujo,Alexis Davis,0,0,67,68,2,0,0,0,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2019,UDEC
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",WIN,Hakeem Dawodu,Yoshinori Horie,1,0,80,39,0,0,0,0,KO/TKO,Kick,3,4:09,Featherweight,0,0,1,0,0,2019,KO
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",WIN,Gavin Tucker,SeungWoo Choi,0,0,37,23,5,2,2,0,SUB,Rear Naked Choke,3,3:17,Featherweight,0,0,0,0,0,2019,SUB
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",WIN,Deiveson Figueiredo,Alexandre Pantoja,1,0,67,61,2,2,0,0,U-DEC,,3,5:00,Flyweight,0,1,0,0,0,2019,UDEC
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",WIN,Gillian Robertson,Sarah Frota,0,0,29,9,2,0,0,0,KO/TKO,Elbows,2,4:13,Women's Flyweight,0,0,0,0,0,2019,KO
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",WIN,Erik Koch,Kyle Stewart,0,0,37,23,4,0,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,"San Antonio, Texas, USA",WIN,Leon Edwards,Rafael Dos Anjos,0,0,92,81,3,0,0,0,U-DEC,,5,5:00,Welterweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,"San Antonio, Texas, USA",WIN,Walt Harris,Aleksei Oleinik,1,0,4,1,0,0,0,0,KO/TKO,Punch,1,0:12,Heavyweight,0,0,1,0,0,2019,KO
UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,"San Antonio, Texas, USA",WIN,Greg Hardy,Juan Adams,0,0,36,3,0,0,0,0,KO/TKO,Punches,1,0:45,Heavyweight,0,0,0,0,0,2019,KO
UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,"San Antonio, Texas, USA",WIN,Dan Hooker,James Vick,1,0,22,7,0,0,0,0,KO/TKO,Punch,1,2:33,Lightweight,0,0,1,0,0,2019,KO
UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,"San Antonio, Texas, USA",WIN,Alexander Hernandez,Francisco Trinaldo,0,0,25,25,0,0,0,0,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,"San Antonio, Texas, USA",WIN,Andrei Arlovski,Ben Rothwell,0,0,152,70,0,0,0,0,U-DEC,,3,5:00,Heavyweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,"San Antonio, Texas, USA",WIN,Alex Caceres,Steven Peterson,0,0,94,67,0,2,0,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,"San Antonio, Texas, USA",WIN,Raquel Pennington,Irene Aldana,0,0,47,52,1,0,0,0,S-DEC,,3,5:00,Women's Bantamweight,0,0,0,0,0,2019,SDEC
UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,"San Antonio, Texas, USA",WIN,Klidson Abreu,Sam Alvey,0,0,36,28,1,0,0,0,U-DEC,,3,5:00,Light Heavyweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,"San Antonio, Texas, USA",WIN,Jennifer Maia,Roxanne Modafferi,0,0,83,29,0,0,0,0,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,"San Antonio, Texas, USA",WIN,Ray Borg,Gabriel Silva,0,0,15,8,6,1,1,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,"San Antonio, Texas, USA",WIN,Mario Bautista,Jin Soo Son,0,0,129,95,0,2,0,0,U-DEC,,3,5:00,Bantamweight,0,1,0,0,0,2019,UDEC
UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,"San Antonio, Texas, USA",WIN,Felipe Colares,Domingo Pilarte,0,0,23,11,2,2,0,1,S-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2019,SDEC
UFC Fight Night: De Randamie vs. Ladd,2019-07-13,"Sacramento, California, USA",WIN,Germaine de Randamie,Aspen Ladd,1,0,4,0,0,0,0,0,KO/TKO,Punch,1,0:16,Women's Bantamweight,0,0,0,0,0,2019,KO
UFC Fight Night: De Randamie vs. Ladd,2019-07-13,"Sacramento, California, USA",WIN,Urijah Faber,Ricky Simon,1,0,11,4,0,0,0,0,KO/TKO,Punch,1,0:46,Bantamweight,0,0,1,0,0,2019,KO
UFC Fight Night: De Randamie vs. Ladd,2019-07-13,"Sacramento, California, USA",WIN,Josh Emmett,Mirsad Bektic,1,0,27,10,0,0,0,0,KO/TKO,Punches,1,4:25,Featherweight,0,0,1,0,0,2019,KO
UFC Fight Night: De Randamie vs. Ladd,2019-07-13,"Sacramento, California, USA",WIN,Karl Roberson,Wellington Turman,0,0,50,25,0,4,0,2,S-DEC,,3,5:00,Middleweight,0,0,0,0,0,2019,SDEC
UFC Fight Night: De Randamie vs. Ladd,2019-07-13,"Sacramento, California, USA",WIN,Marvin Vettori,Cezar Ferreira,0,0,78,39,2,0,0,0,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: De Randamie vs. Ladd,2019-07-13,"Sacramento, California, USA",NC NC,Mike Rodriguez,John Allan,0,0,70,55,0,4,0,3,Overturned,,3,5:00,Light Heavyweight,0,0,0,0,0,2019,DRAW
UFC Fight Night: De Randamie vs. Ladd,2019-07-13,"Sacramento, California, USA",WIN,Andre Fili,Sheymon Moraes,1,0,19,11,0,0,0,0,KO/TKO,Punch,1,3:07,Featherweight,0,0,1,0,0,2019,KO
UFC Fight Night: De Randamie vs. Ladd,2019-07-13,"Sacramento, California, USA",WIN,Julianna Pena,Nicco Montano,0,0,45,38,2,3,0,0,U-DEC,,3,5:00,Women's Bantamweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: De Randamie vs. Ladd,2019-07-13,"Sacramento, California, USA",WIN,Ryan Hall,Darren Elkins,2,0,36,29,0,0,1,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: De Randamie vs. Ladd,2019-07-13,"Sacramento, California, USA",WIN,Jonathan Martinez,Pingyuan Liu,1,0,32,27,0,0,0,0,KO/TKO,Knee,3,3:54,Bantamweight,0,0,1,0,0,2019,KO
UFC Fight Night: De Randamie vs. Ladd,2019-07-13,"Sacramento, California, USA",WIN,Brianna Fortino,Livinha Souza,0,0,72,23,3,2,0,0,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: De Randamie vs. Ladd,2019-07-13,"Sacramento, California, USA",WIN,Benito Lopez,Vince Morales,0,1,54,64,0,0,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2019,UDEC
UFC 239: Jones vs. Santos,2019-07-06,"Las Vegas, Nevada, USA",WIN,Jon Jones,Thiago Santos,0,0,59,43,0,0,0,0,S-DEC,,5,5:00,Light Heavyweight,1,0,0,0,0,2019,SDEC
UFC 239: Jones vs. Santos,2019-07-06,"Las Vegas, Nevada, USA",WIN,Amanda Nunes,Holly Holm,1,0,17,11,0,0,0,0,KO/TKO,Kick,1,4:10,Women's Bantamweight,1,0,1,0,0,2019,KO
UFC 239: Jones vs. Santos,2019-07-06,"Las Vegas, Nevada, USA",WIN,Jorge Masvidal,Ben Askren,1,0,3,0,0,0,0,0,KO/TKO,Flying Knee,1,0:05,Welterweight,0,0,1,0,0,2019,KO
UFC 239: Jones vs. Santos,2019-07-06,"Las Vegas, Nevada, USA",WIN,Jan Blachowicz,Luke Rockhold,1,0,30,14,0,0,0,0,KO/TKO,Punch,2,1:39,Light Heavyweight,0,0,1,0,0,2019,KO
UFC 239: Jones vs. Santos,2019-07-06,"Las Vegas, Nevada, USA",WIN,Michael Chiesa,Diego Sanchez,0,0,47,7,5,1,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2019,UDEC
UFC 239: Jones vs. Santos,2019-07-06,"Las Vegas, Nevada, USA",WIN,Arnold Allen,Gilbert Melendez,0,0,102,23,1,0,0,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2019,UDEC
UFC 239: Jones vs. Santos,2019-07-06,"Las Vegas, Nevada, USA",WIN,Marlon Vera,Nohelin Hernandez,0,0,10,22,1,1,1,0,SUB,Rear Naked Choke,2,3:25,Bantamweight,0,0,0,0,0,2019,SUB
UFC 239: Jones vs. Santos,2019-07-06,"Las Vegas, Nevada, USA",WIN,Claudia Gadelha,Randa Markos,0,0,40,25,0,0,0,0,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2019,UDEC
UFC 239: Jones vs. Santos,2019-07-06,"Las Vegas, Nevada, USA",WIN,Song Yadong,Alejandro Perez,1,0,8,1,0,0,0,0,KO/TKO,Punch,1,2:04,Bantamweight,0,0,1,0,0,2019,KO
UFC 239: Jones vs. Santos,2019-07-06,"Las Vegas, Nevada, USA",WIN,Edmen Shahbazyan,Jack Marshman,0,0,13,0,1,0,1,0,SUB,Rear Naked Choke,1,1:12,Middleweight,0,0,0,0,0,2019,SUB
UFC 239: Jones vs. Santos,2019-07-06,"Las Vegas, Nevada, USA",WIN,Chance Rencountre,Ismail Naurdiev,0,0,4,21,2,2,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2019,UDEC
UFC 239: Jones vs. Santos,2019-07-06,"Las Vegas, Nevada, USA",WIN,Julia Avila,Pannie Kianzad,1,0,49,33,0,1,0,0,U-DEC,,3,5:00,Women's Bantamweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,"Minneapolis, Minnesota, USA",WIN,Francis Ngannou,Junior Dos Santos,1,0,9,4,0,0,0,0,KO/TKO,Punch,1,1:11,Heavyweight,0,0,1,0,0,2019,KO
UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,"Minneapolis, Minnesota, USA",WIN,Joseph Benavidez,Jussier Formiga,1,0,50,15,0,1,0,0,KO/TKO,Punches,2,4:47,Flyweight,0,0,1,0,0,2019,KO
UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,"Minneapolis, Minnesota, USA",WIN,Vinc Pichel,Roosevelt Roberts,0,0,60,31,3,2,1,0,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,"Minneapolis, Minnesota, USA",WIN,Drew Dober,Marco Polo Reyes,1,0,16,5,0,0,0,0,KO/TKO,Punches,1,1:07,Lightweight,0,0,0,0,0,2019,KO
UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,"Minneapolis, Minnesota, USA",WIN,Alonzo Menifield,Paul Craig,0,0,8,7,0,0,0,0,KO/TKO,Punch,1,3:19,Light Heavyweight,0,0,1,0,0,2019,KO
UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,"Minneapolis, Minnesota, USA",WIN,Ricardo Ramos,Journey Newson,0,0,40,38,3,0,0,1,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,"Minneapolis, Minnesota, USA",WIN,Eryk Anders,Vinicius Moreira,1,0,11,2,0,0,0,0,KO/TKO,Punch,1,1:18,Light Heavyweight,0,0,1,0,0,2019,KO
UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,"Minneapolis, Minnesota, USA",WIN,Jared Gordon,Dan Moret,0,0,48,34,2,2,0,1,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,"Minneapolis, Minnesota, USA",WIN,Dalcha Lungiambula,Dequan Townsend,1,0,32,13,4,0,0,0,KO/TKO,Punch,3,0:42,Light Heavyweight,0,0,0,0,0,2019,KO
UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,"Minneapolis, Minnesota, USA",WIN,Amanda Ribas,Emily Whitmire,0,0,21,7,2,0,2,0,SUB,Rear Naked Choke,2,2:10,Women's Strawweight,0,0,0,0,0,2019,SUB
UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,"Minneapolis, Minnesota, USA",WIN,Maurice Greene,Junior Albini,2,0,37,19,0,0,0,0,KO/TKO,Punch,1,3:38,Heavyweight,0,0,0,0,0,2019,KO
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"Greenville, South Carolina, USA",WIN,Chan Sung Jung,Renato Moicano,1,0,16,0,0,0,0,0,KO/TKO,Punch,1,0:58,Featherweight,0,0,1,0,0,2019,KO
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"Greenville, South Carolina, USA",WIN,Randy Brown,Bryan Barberena,1,0,89,47,0,0,0,0,KO/TKO,Kick,3,2:54,Welterweight,0,0,0,0,0,2019,KO
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"Greenville, South Carolina, USA",WIN,Andre Ewell,Anderson Dos Santos,0,0,73,35,0,2,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"Greenville, South Carolina, USA",WIN,Andrea Lee,Montana De La Rosa,0,0,73,14,1,5,0,1,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"Greenville, South Carolina, USA",WIN,Kevin Holland,Alessio Di Chirico,0,0,58,51,0,2,0,0,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"Greenville, South Carolina, USA",WIN,Dan Ige,Kevin Aguilar,1,0,71,33,1,1,0,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"Greenville, South Carolina, USA",WIN,Ashley Yoder,Syuri Kondo,0,0,75,23,1,0,0,1,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"Greenville, South Carolina, USA",WIN,Luis Pena,Matt Wiman,0,0,87,24,1,1,1,0,KO/TKO,Punches,3,1:14,Lightweight,0,0,0,0,0,2019,KO
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"Greenville, South Carolina, USA",WIN,Jairzinho Rozenstruik,Allen Crowder,1,0,4,0,0,0,0,0,KO/TKO,Punches,1,0:09,Heavyweight,0,0,1,0,0,2019,KO
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"Greenville, South Carolina, USA",WIN,Molly McCann,Ariane da Silva,0,0,108,68,2,0,0,0,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,"Greenville, South Carolina, USA",WIN,Deron Winn,Eric Spicely,0,0,169,108,0,0,0,0,U-DEC,,3,5:00,Middleweight,0,1,0,0,0,2019,UDEC
UFC 238: Cejudo vs. Moraes,2019-06-08,"Chicago, Illinois, USA",WIN,Henry Cejudo,Marlon Moraes,0,0,90,57,1,0,1,0,KO/TKO,Punches,3,4:51,Bantamweight,1,0,1,0,0,2019,KO
UFC 238: Cejudo vs. Moraes,2019-06-08,"Chicago, Illinois, USA",WIN,Valentina Shevchenko,Jessica Eye,1,0,8,2,2,0,1,0,KO/TKO,Kick,2,0:26,Women's Flyweight,1,0,1,0,0,2019,KO
UFC 238: Cejudo vs. Moraes,2019-06-08,"Chicago, Illinois, USA",WIN,Tony Ferguson,Donald Cerrone,0,0,104,68,0,1,0,0,KO/TKO,,2,5:00,Lightweight,0,1,0,0,0,2019,KO
UFC 238: Cejudo vs. Moraes,2019-06-08,"Chicago, Illinois, USA",WIN,Petr Yan,Jimmie Rivera,2,0,56,73,1,0,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2019,UDEC
UFC 238: Cejudo vs. Moraes,2019-06-08,"Chicago, Illinois, USA",WIN,Blagoy Ivanov,Tai Tuivasa,1,0,73,64,2,0,0,0,U-DEC,,3,5:00,Heavyweight,0,0,0,0,0,2019,UDEC
UFC 238: Cejudo vs. Moraes,2019-06-08,"Chicago, Illinois, USA",WIN,Tatiana Suarez,Nina Nunes,0,0,75,48,4,0,0,0,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2019,UDEC
UFC 238: Cejudo vs. Moraes,2019-06-08,"Chicago, Illinois, USA",WIN,Aljamain Sterling,Pedro Munhoz,0,0,174,105,0,0,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2019,UDEC
UFC 238: Cejudo vs. Moraes,2019-06-08,"Chicago, Illinois, USA",WIN,Alexa Grasso,Karolina Kowalkiewicz,0,0,148,90,0,0,1,0,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2019,UDEC
UFC 238: Cejudo vs. Moraes,2019-06-08,"Chicago, Illinois, USA",WIN,Calvin Kattar,Ricardo Lamas,1,0,22,12,0,0,0,0,KO/TKO,Punch,1,4:06,Featherweight,0,0,0,0,0,2019,KO
UFC 238: Cejudo vs. Moraes,2019-06-08,"Chicago, Illinois, USA",WIN,Yan Xiaonan,Angela Hill,0,0,94,71,1,1,0,1,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2019,UDEC
UFC 238: Cejudo vs. Moraes,2019-06-08,"Chicago, Illinois, USA",WIN,Darren Stewart,Bevon Lewis,0,0,30,31,0,0,0,0,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2019,UDEC
UFC 238: Cejudo vs. Moraes,2019-06-08,"Chicago, Illinois, USA",WIN,Eddie Wineland,Grigory Popov,2,0,74,55,0,0,0,0,KO/TKO,Punch,2,4:47,Bantamweight,0,0,0,0,0,2019,KO
UFC 238: Cejudo vs. Moraes,2019-06-08,"Chicago, Illinois, USA",WIN,Katlyn Cerminara,Joanne Wood,0,0,82,112,0,3,0,0,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,"Stockholm, Sweden",WIN,Anthony Smith,Alexander Gustafsson,0,0,49,72,0,1,1,0,SUB,Rear Naked Choke,4,2:38,Light Heavyweight,0,0,1,0,0,2019,SUB
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,"Stockholm, Sweden",WIN,Aleksandar Rakic,Jimi Manuwa,1,0,2,2,0,0,0,0,KO/TKO,Kick,1,0:47,Light Heavyweight,0,0,1,0,0,2019,KO
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,"Stockholm, Sweden",WIN,Makwan Amirkhani,Chris Fishgold,0,0,9,16,1,0,1,0,SUB,Anaconda Choke,2,4:25,Featherweight,0,0,1,0,0,2019,SUB
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,"Stockholm, Sweden",WIN,Christos Giagos,Damir Hadzovic,0,0,47,24,6,1,0,0,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2019,UDEC
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,"Stockholm, Sweden",WIN,Daniel Teymur,Sung Bin Jo,0,0,40,21,1,1,0,1,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2019,UDEC
