Event,Date,Location,WL,Fighter_A,Fighter_B,Fighter_A_KD,Fighter_B_KD,Fighter_A_STR,Fighter_B_STR,Fighter_A_TD,Fighter_B_TD,Fighter_A_SUB,Fighter_B_SUB,Victory_Result,Victory_Method,Round,Time,Weight_Class,Title,Fight_Bonus,Perf_Bonus,Sub_Bonus,KO_Bonus,Year,Outcome
UFC Fight Night: Kape vs. Horiguchi,2026-06-20,"Las Vegas, Nevada, USA",WIN,Manel Kape,Kyoji Horiguchi,1,0,19,27,0,2,0,0,KO/TKO,Punches,3,2:42,Flyweight,0,0,1,0,0,2026,KO
UFC Fight Night: Kape vs. Horiguchi,2026-06-20,"Las Vegas, Nevada, USA",WIN,Navajo Stirling,Ion Cutelaba,0,0,52,19,0,5,0,1,KO/TKO,Punches,2,3:23,Light Heavyweight,0,0,0,0,0,2026,KO
UFC Fight Night: Kape vs. Horiguchi,2026-06-20,"Las Vegas, Nevada, USA",WIN,Christian Rodriguez,Hyder Amil,1,0,20,23,1,0,1,0,SUB,Guillotine Choke,1,3:43,Featherweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Kape vs. Horiguchi,2026-06-20,"Las Vegas, Nevada, USA",WIN,Murtazali Magomedov,Melsik Baghdasaryan,0,0,5,3,1,0,1,0,SUB,Twister,1,1:17,Featherweight,0,0,1,0,0,2026,SUB
UFC Fight Night: Kape vs. Horiguchi,2026-06-20,"Las Vegas, Nevada, USA",WIN,Vinicius Oliveira,Andre Fili,1,0,105,40,0,0,0,0,KO/TKO,Elbows,2,4:56,Featherweight,0,1,0,0,0,2026,KO
UFC Fight Night: Kape vs. Horiguchi,2026-06-20,"Las Vegas, Nevada, USA",WIN,Kevin Borjas,Andre Lima,0,0,51,51,0,0,0,0,U-DEC,,3,5:00,Flyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Kape vs. Horiguchi,2026-06-20,"Las Vegas, Nevada, USA",WIN,Bia Mesquita,Melissa Mullins,0,0,3,10,0,1,1,0,SUB,Armbar,1,3:16,Women's Bantamweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Kape vs. Horiguchi,2026-06-20,"Las Vegas, Nevada, USA",WIN,Mitch Raposo,Allan Nascimento,0,1,38,58,0,0,0,0,S-DEC,,3,5:00,Flyweight,0,0,0,0,0,2026,SDEC
UFC Fight Night: Kape vs. Horiguchi,2026-06-20,"Las Vegas, Nevada, USA",WIN,Gaston Bolanos,Michael Aswell Jr.,0,0,87,105,1,0,0,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Kape vs. Horiguchi,2026-06-20,"Las Vegas, Nevada, USA",WIN,Levan Chokheli,Leon Shahbazyan,1,0,6,0,0,0,0,0,KO/TKO,Punch,1,0:23,Welterweight,0,0,0,0,0,2026,KO
UFC Fight Night: Kape vs. Horiguchi,2026-06-20,"Las Vegas, Nevada, USA",WIN,Luana Santos,Karol Rosa,0,0,9,7,2,0,0,0,U-DEC,,3,5:00,Women's Bantamweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Kape vs. Horiguchi,2026-06-20,"Las Vegas, Nevada, USA",WIN,Shane Collins,Otari Tanzilovi,0,0,76,58,0,5,3,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2026,UDEC
UFC Freedom 250,2026-06-14,"Washington, DC, USA",WIN,Justin Gaethje,Ilia Topuria,0,1,91,97,0,1,0,0,KO/TKO,,4,5:00,Lightweight,1,1,1,0,0,2026,KO
UFC Freedom 250,2026-06-14,"Washington, DC, USA",WIN,Ciryl Gane,Alex Pereira,1,0,54,12,0,0,0,0,KO/TKO,Punches,2,1:27,Heavyweight,1,0,1,0,0,2026,KO
UFC Freedom 250,2026-06-14,"Washington, DC, USA",WIN,Sean O'Malley,Aiemann Zahabi,1,0,41,32,0,0,0,0,KO/TKO,Punches,2,4:02,Bantamweight,0,0,0,0,0,2026,KO
UFC Freedom 250,2026-06-14,"Washington, DC, USA",WIN,Josh Hokit,Derrick Lewis,1,0,86,7,2,0,1,0,KO/TKO,Punches,2,4:09,Heavyweight,0,0,0,0,0,2026,KO
UFC Freedom 250,2026-06-14,"Washington, DC, USA",WIN,Mauricio Ruffy,Michael Chandler,2,0,19,3,0,0,0,0,KO/TKO,Punches,1,4:29,Lightweight,0,0,0,0,0,2026,KO
UFC Freedom 250,2026-06-14,"Washington, DC, USA",WIN,Bo Nickal,Kyle Daukaus,1,0,16,2,1,0,0,0,KO/TKO,Punches,1,4:34,Middleweight,0,0,0,0,0,2026,KO
UFC Freedom 250,2026-06-14,"Washington, DC, USA",WIN,Diego Lopes,Steve Garcia,1,0,24,47,0,0,0,0,KO/TKO,Punches,2,2:42,Featherweight,0,0,0,0,0,2026,KO
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"Las Vegas, Nevada, USA",WIN,Gabriel Bonfim,Belal Muhammad,0,0,128,86,0,0,0,0,U-DEC,,5,5:00,Welterweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"Las Vegas, Nevada, USA",WIN,Brendan Allen,Edmen Shahbazyan,0,0,89,90,1,0,0,0,U-DEC,,3,5:00,Middleweight,0,1,0,0,0,2026,UDEC
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"Las Vegas, Nevada, USA",WIN,Tom Nolan,Fares Ziam,0,0,31,16,2,3,0,1,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"Las Vegas, Nevada, USA",WIN,Bryce Mitchell,Santiago Luna,0,0,22,9,2,0,2,1,SUB,Arm Triangle,3,4:52,Bantamweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"Las Vegas, Nevada, USA",WIN,Iwo Baraniewski,Junior Tafa,1,0,6,0,0,0,0,0,KO/TKO,Kick,1,1:25,Light Heavyweight,0,0,1,0,0,2026,KO
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"Las Vegas, Nevada, USA",WIN,Marcus McGhee,John Yannis,0,0,79,55,0,0,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"Las Vegas, Nevada, USA",WIN,Edgar Chairez,Bruno Silva,2,0,24,17,0,0,1,0,SUB,Rear Naked Choke,1,4:13,Flyweight,0,0,1,0,0,2026,SUB
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"Las Vegas, Nevada, USA",WIN,Chelsea Chandler,Priscila Cachoeira,1,0,11,7,0,1,1,0,SUB,Armbar,1,3:42,Women's Bantamweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"Las Vegas, Nevada, USA",WIN,Joanderson Brito,Jordan Leavitt,0,0,5,7,0,0,1,1,SUB,Guillotine Choke,1,4:19,Featherweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"Las Vegas, Nevada, USA",WIN,Jeisla Chaves,Yuneisy Duben,0,0,64,62,3,2,1,0,S-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2026,SDEC
UFC Fight Night: Muhammad vs. Bonfim,2026-06-06,"Las Vegas, Nevada, USA",WIN,Ketlen Souza,Ariane Carnelossi,1,0,13,8,0,0,0,0,KO/TKO,Kick,1,1:34,Women's Strawweight,0,0,0,0,0,2026,KO
UFC Fight Night: Song vs. Figueiredo,2026-05-30,"Macau, China",WIN,Song Yadong,Deiveson Figueiredo,0,0,24,9,1,1,1,0,SUB,Guillotine Choke,2,4:42,Bantamweight,0,0,1,0,0,2026,SUB
UFC Fight Night: Song vs. Figueiredo,2026-05-30,"Macau, China",WIN,Alonzo Menifield,Zhang Mingyang,2,0,28,16,0,0,0,0,KO/TKO,Punch,1,4:15,Light Heavyweight,0,1,0,0,0,2026,KO
UFC Fight Night: Song vs. Figueiredo,2026-05-30,"Macau, China",WIN,Sergei Pavlovich,Tallison Teixeira,1,0,7,0,0,0,0,0,KO/TKO,Punch,1,0:39,Heavyweight,0,0,0,0,0,2026,KO
UFC Fight Night: Song vs. Figueiredo,2026-05-30,"Macau, China",WIN,Kai Asakura,Cameron Smotherman,1,0,9,3,0,0,0,0,KO/TKO,Punch,1,1:50,Bantamweight,0,0,1,0,0,2026,KO
UFC Fight Night: Song vs. Figueiredo,2026-05-30,"Macau, China",WIN,Jake Matthews,Carlston Harris,1,0,55,27,0,0,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Song vs. Figueiredo,2026-05-30,"Macau, China",NC NC,Alex Perez,Sumudaerji,0,1,9,26,0,1,1,0,CNC,,2,1:45,Flyweight,0,0,0,0,0,2026,DRAW
UFC Fight Night: Song vs. Figueiredo,2026-05-30,"Macau, China",WIN,Luis Felipe Dias,YiSak Lee,1,0,21,10,0,0,0,0,KO/TKO,Punch,1,3:40,Middleweight,0,0,0,0,0,2026,KO
UFC Fight Night: Song vs. Figueiredo,2026-05-30,"Macau, China",WIN,Jose Souza,Ding Meng,0,0,72,63,0,0,0,0,S-DEC,,3,5:00,Welterweight,0,0,0,0,0,2026,SDEC
UFC Fight Night: Song vs. Figueiredo,2026-05-30,"Macau, China",WIN,Cody Haddon,Aoriqileng,1,0,57,6,2,0,0,1,KO/TKO,Knee,2,2:11,Bantamweight,0,0,0,0,0,2026,KO
UFC Fight Night: Song vs. Figueiredo,2026-05-30,"Macau, China",WIN,Rei Tsuruya,Luis Gurule,0,0,17,1,1,0,1,0,SUB,Rear Naked Choke,1,3:19,Bantamweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Song vs. Figueiredo,2026-05-30,"Macau, China",WIN,Angela Hill,Xiong Jingnan,0,0,122,68,1,0,1,0,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Song vs. Figueiredo,2026-05-30,"Macau, China",WIN,Rodrigo Vera,Zhu Kangjie,1,0,17,7,1,0,0,0,KO/TKO,Punches,1,1:50,Featherweight,0,0,0,0,0,2026,KO
UFC Fight Night: Song vs. Figueiredo,2026-05-30,"Macau, China",WIN,Jaqueline Amorim,Loma Lookboonmee,0,0,0,3,0,0,3,0,SUB,Armbar,1,4:04,Women's Strawweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Allen vs. Costa,2026-05-16,"Las Vegas, Nevada, USA",WIN,Arnold Allen,Melquizael Costa,1,0,98,100,7,0,0,0,U-DEC,,5,5:00,Featherweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Allen vs. Costa,2026-05-16,"Las Vegas, Nevada, USA",WIN,Dooho Choi,Daniel Santos,1,0,72,72,0,0,0,0,KO/TKO,Punch,2,4:29,Featherweight,0,1,0,0,0,2026,KO
UFC Fight Night: Allen vs. Costa,2026-05-16,"Las Vegas, Nevada, USA",WIN,Juan Diaz,Malcolm Wellmaker,0,0,13,15,5,0,1,0,SUB,Rear Naked Choke,2,4:08,Bantamweight,0,0,1,0,0,2026,SUB
UFC Fight Night: Allen vs. Costa,2026-05-16,"Las Vegas, Nevada, USA",WIN,Benardo Sopaj,Timmy Cuamba,1,0,37,29,1,0,2,0,SUB,Rear Naked Choke,2,2:25,Bantamweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Allen vs. Costa,2026-05-16,"Las Vegas, Nevada, USA",WIN,Khaos Williams,Nikolay Veretennikov,1,0,21,13,0,0,0,0,KO/TKO,Punches,1,3:31,Welterweight,0,0,0,0,0,2026,KO
UFC Fight Night: Allen vs. Costa,2026-05-16,"Las Vegas, Nevada, USA",WIN,Ivan Erslan,Tuco Tokkos,0,0,37,54,2,0,0,1,U-DEC,,3,5:00,Light Heavyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Allen vs. Costa,2026-05-16,"Las Vegas, Nevada, USA",WIN,Tommy Gantt,Artur Minev,0,0,28,8,6,0,0,0,KO/TKO,Punches,2,2:51,Lightweight,0,0,0,0,0,2026,KO
UFC Fight Night: Allen vs. Costa,2026-05-16,"Las Vegas, Nevada, USA",WIN,Ketlen Vieira,Jacqueline Cavalcanti,0,0,30,53,1,0,0,0,U-DEC,,3,5:00,Women's Bantamweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Allen vs. Costa,2026-05-16,"Las Vegas, Nevada, USA",WIN,Cody Brundage,Andre Petroski,1,0,43,8,0,1,0,0,KO/TKO,Punches,2,0:44,Middleweight,0,0,0,0,0,2026,KO
UFC Fight Night: Allen vs. Costa,2026-05-16,"Las Vegas, Nevada, USA",WIN,Alice Ardelean,Polyana Viana,0,0,46,34,1,0,1,0,SUB,Calf Slicer,2,4:36,Women's Strawweight,0,0,1,0,0,2026,SUB
UFC Fight Night: Allen vs. Costa,2026-05-16,"Las Vegas, Nevada, USA",WIN,Luis Gurule,Daniel Barez,0,0,149,113,1,1,1,0,U-DEC,,3,5:00,Flyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Allen vs. Costa,2026-05-16,"Las Vegas, Nevada, USA",WIN,Nicolle Caliari,Shauna Bannon,0,0,20,29,4,0,1,0,SUB,Arm Triangle,3,3:08,Women's Strawweight,0,0,0,0,0,2026,SUB
UFC 328: Chimaev vs. Strickland,2026-05-09,"Newark, New Jersey, USA",WIN,Sean Strickland,Khamzat Chimaev,0,0,123,98,0,9,0,0,S-DEC,,5,5:00,Middleweight,1,0,0,0,0,2026,SDEC
UFC 328: Chimaev vs. Strickland,2026-05-09,"Newark, New Jersey, USA",WIN,Joshua Van,Tatsuro Taira,2,0,131,55,1,8,2,0,KO/TKO,Punches,5,1:32,Flyweight,1,1,0,0,0,2026,KO
UFC 328: Chimaev vs. Strickland,2026-05-09,"Newark, New Jersey, USA",WIN,Alexander Volkov,Waldo Cortes Acosta,0,0,88,54,0,0,0,0,U-DEC,,3,5:00,Heavyweight,0,0,0,0,0,2026,UDEC
UFC 328: Chimaev vs. Strickland,2026-05-09,"Newark, New Jersey, USA",WIN,Sean Brady,Joaquin Buckley,0,0,77,5,4,0,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2026,UDEC
UFC 328: Chimaev vs. Strickland,2026-05-09,"Newark, New Jersey, USA",WIN,King Green,Jeremy Stephens,0,0,57,5,1,0,1,1,SUB,Rear Naked Choke,1,4:20,Lightweight,0,0,0,0,0,2026,SUB
UFC 328: Chimaev vs. Strickland,2026-05-09,"Newark, New Jersey, USA",WIN,Ateba Gautier,Ozzy Diaz,1,0,23,6,0,0,0,0,KO/TKO,Punch,2,1:10,Middleweight,0,0,0,0,0,2026,KO
UFC 328: Chimaev vs. Strickland,2026-05-09,"Newark, New Jersey, USA",WIN,Yaroslav Amosov,Joel Alvarez,0,0,16,8,6,0,1,0,SUB,Arm Triangle,2,1:13,Welterweight,0,0,1,0,0,2026,SUB
UFC 328: Chimaev vs. Strickland,2026-05-09,"Newark, New Jersey, USA",WIN,Grant Dawson,Mateusz Rebecki,0,1,35,33,1,1,4,0,SUB,Rear Naked Choke,3,4:42,Lightweight,0,0,0,0,0,2026,SUB
UFC 328: Chimaev vs. Strickland,2026-05-09,"Newark, New Jersey, USA",WIN,Jim Miller,Jared Gordon,0,0,9,7,0,2,1,0,SUB,Guillotine Choke,1,3:29,Lightweight,0,0,1,0,0,2026,SUB
UFC 328: Chimaev vs. Strickland,2026-05-09,"Newark, New Jersey, USA",WIN,Roman Kopylov,Marco Tulio,3,0,61,62,1,0,0,0,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2026,UDEC
UFC 328: Chimaev vs. Strickland,2026-05-09,"Newark, New Jersey, USA",WIN,Pat Sabatini,William Gomis,0,0,25,23,3,0,0,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2026,UDEC
UFC 328: Chimaev vs. Strickland,2026-05-09,"Newark, New Jersey, USA",WIN,Baisangur Susurkaev,Djorden Santos,0,0,107,78,1,0,1,0,SUB,Rear Naked Choke,3,4:12,Middleweight,0,0,0,0,0,2026,SUB
UFC 328: Chimaev vs. Strickland,2026-05-09,"Newark, New Jersey, USA",WIN,Jose Ochoa,Clayton Carpenter,1,0,153,68,0,1,0,0,U-DEC,,3,5:00,Flyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Della Maddalena vs. Prates,2026-05-02,"Perth, Western Australia, Australia",WIN,Carlos Prates,Jack Della Maddalena,3,0,104,41,0,2,0,0,KO/TKO,Elbows,3,3:17,Welterweight,0,0,1,0,0,2026,KO
UFC Fight Night: Della Maddalena vs. Prates,2026-05-02,"Perth, Western Australia, Australia",WIN,Quillan Salkilld,Beneil Dariush,1,0,12,3,0,2,0,0,KO/TKO,Punches,1,3:29,Lightweight,0,0,1,0,0,2026,KO
UFC Fight Night: Della Maddalena vs. Prates,2026-05-02,"Perth, Western Australia, Australia",WIN,Steve Erceg,Tim Elliott,0,0,136,90,1,2,0,0,U-DEC,,3,5:00,Flyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Della Maddalena vs. Prates,2026-05-02,"Perth, Western Australia, Australia",WIN,Marwan Rahiki,Ollie Schmid,1,0,22,9,0,0,0,0,KO/TKO,Punch,1,2:47,Featherweight,0,0,0,0,0,2026,KO
UFC Fight Night: Della Maddalena vs. Prates,2026-05-02,"Perth, Western Australia, Australia",WIN,Brando Pericic,Shamil Gaziev,1,0,89,41,0,1,0,0,KO/TKO,Punch,2,3:44,Heavyweight,0,1,0,0,0,2026,KO
UFC Fight Night: Della Maddalena vs. Prates,2026-05-02,"Perth, Western Australia, Australia",WIN,Louie Sutherland,Tai Tuivasa,0,0,21,13,5,0,0,0,U-DEC,,3,5:00,Heavyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Della Maddalena vs. Prates,2026-05-02,"Perth, Western Australia, Australia",WIN,Cam Rowston,Robert Bryczek,0,0,79,17,3,0,0,1,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Della Maddalena vs. Prates,2026-05-02,"Perth, Western Australia, Australia",WIN,Junior Tafa,Kevin Christian,0,0,21,13,0,0,0,0,KO/TKO,Elbows,1,2:42,Light Heavyweight,0,0,0,0,0,2026,KO
UFC Fight Night: Della Maddalena vs. Prates,2026-05-02,"Perth, Western Australia, Australia",WIN,Jacob Malkoun,Gerald Meerschaert,0,0,36,32,3,0,0,3,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Della Maddalena vs. Prates,2026-05-02,"Perth, Western Australia, Australia",WIN,Colby Thicknesse,Vince Morales,0,0,46,48,0,2,4,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Della Maddalena vs. Prates,2026-05-02,"Perth, Western Australia, Australia",WIN,Wes Schultz,Ben Johnston,1,0,12,12,0,2,5,0,SUB,Guillotine Choke,3,1:50,Middleweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Della Maddalena vs. Prates,2026-05-02,"Perth, Western Australia, Australia",WIN,Jonathan Micallef,Themba Gorimbo,0,0,55,39,1,2,0,0,S-DEC,,3,5:00,Welterweight,0,0,0,0,0,2026,SDEC
UFC Fight Night: Della Maddalena vs. Prates,2026-05-02,"Perth, Western Australia, Australia",WIN,Kody Steele,Dom Mar Fan,0,0,1,1,1,0,1,0,SUB,Heel Hook,1,3:56,Lightweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Sterling vs. Zalal,2026-04-25,"Las Vegas, Nevada, USA",WIN,Aljamain Sterling,Youssef Zalal,0,0,46,35,6,0,1,1,U-DEC,,5,5:00,Featherweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Sterling vs. Zalal,2026-04-25,"Las Vegas, Nevada, USA",WIN,Joselyne Edwards,Norma Dumont,0,0,70,51,0,0,0,0,U-DEC,,3,5:00,Women's Bantamweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Sterling vs. Zalal,2026-04-25,"Las Vegas, Nevada, USA",WIN,Rafa Garcia,Alexander Hernandez,0,0,59,50,4,0,0,0,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Sterling vs. Zalal,2026-04-25,"Las Vegas, Nevada, USA",WIN,Davey Grant,Adrian Luna Martinetti,0,0,162,99,0,1,0,0,U-DEC,,3,5:00,Bantamweight,0,1,0,0,0,2026,UDEC
UFC Fight Night: Sterling vs. Zalal,2026-04-25,"Las Vegas, Nevada, USA",WIN,Raoni Barcelos,Montel Jackson,0,1,21,35,6,0,2,0,S-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2026,SDEC
UFC Fight Night: Sterling vs. Zalal,2026-04-25,"Las Vegas, Nevada, USA",WIN,Ryan Spann,Marcus Buchecha,1,0,15,8,0,1,0,1,KO/TKO,Punch,2,2:10,Heavyweight,0,0,1,0,0,2026,KO
UFC Fight Night: Sterling vs. Zalal,2026-04-25,"Las Vegas, Nevada, USA",WIN,Eric McConico,Rodolfo Vieira,0,1,54,40,2,4,0,1,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Sterling vs. Zalal,2026-04-25,"Las Vegas, Nevada, USA",WIN,Jackson McVey,Sedriques Dumas,1,0,21,3,0,0,1,0,SUB,D'Arce Choke,1,2:14,Middleweight,0,0,1,0,0,2026,SUB
UFC Fight Night: Sterling vs. Zalal,2026-04-25,"Las Vegas, Nevada, USA",WIN,Michelle Montague,Mayra Bueno Silva,0,0,42,26,2,0,0,1,U-DEC,,3,5:00,Women's Bantamweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Sterling vs. Zalal,2026-04-25,"Las Vegas, Nevada, USA",WIN,Cody Durden,Jafel Filho,0,0,34,23,5,2,1,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Sterling vs. Zalal,2026-04-25,"Las Vegas, Nevada, USA",WIN,Francis Marshall,Lucas Brennan,0,0,33,9,2,0,0,1,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Sterling vs. Zalal,2026-04-25,"Las Vegas, Nevada, USA",WIN,Victor Valenzuela,Max Griffin,0,0,53,40,1,4,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Sterling vs. Zalal,2026-04-25,"Las Vegas, Nevada, USA",WIN,Talita Alencar,Julia Polastri,0,0,60,78,3,0,0,0,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Burns vs. Malott,2026-04-18,"Winnipeg, Manitoba, Canada",WIN,Mike Malott,Gilbert Burns,2,0,56,40,0,0,0,0,KO/TKO,Punches,3,2:08,Welterweight,0,0,1,0,0,2026,KO
UFC Fight Night: Burns vs. Malott,2026-04-18,"Winnipeg, Manitoba, Canada",WIN,Charles Jourdain,Kyler Phillips,0,0,58,36,1,7,0,0,U-DEC,,3,5:00,Bantamweight,0,1,0,0,0,2026,UDEC
UFC Fight Night: Burns vs. Malott,2026-04-18,"Winnipeg, Manitoba, Canada",WIN,Jai Herbert,Mandel Nallo,2,1,19,16,0,0,0,0,KO/TKO,Punches,1,2:05,Lightweight,0,0,0,0,0,2026,KO
UFC Fight Night: Burns vs. Malott,2026-04-18,"Winnipeg, Manitoba, Canada",WIN,Jasmine Jasudavicius,Karine Silva,0,0,18,15,3,0,0,2,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Burns vs. Malott,2026-04-18,"Winnipeg, Manitoba, Canada",WIN,Gauge Young,Thiago Moises,1,0,122,45,0,2,0,0,S-DEC,,3,5:00,Lightweight,0,0,0,0,0,2026,SDEC
UFC Fight Night: Burns vs. Malott,2026-04-18,"Winnipeg, Manitoba, Canada",WIN,Marcio Barbosa,Dennis Buzukja,1,0,4,5,0,0,0,0,KO/TKO,Punch,1,1:20,Featherweight,0,0,1,0,0,2026,KO
UFC Fight Night: Burns vs. Malott,2026-04-18,"Winnipeg, Manitoba, Canada",WIN,Robert Valentin,Julien Leblanc,0,0,7,4,1,0,1,0,SUB,Rear Naked Choke,1,2:22,Middleweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Burns vs. Malott,2026-04-18,"Winnipeg, Manitoba, Canada",WIN,Gokhan Saricam,Tanner Boser,1,0,57,60,0,0,0,0,KO/TKO,Punch,2,4:43,Heavyweight,0,0,0,0,0,2026,KO
UFC Fight Night: Burns vs. Malott,2026-04-18,"Winnipeg, Manitoba, Canada",WIN,Melissa Croden,Daria Zhelezniakova,0,0,69,41,4,0,1,0,U-DEC,,3,5:00,Women's Bantamweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Burns vs. Malott,2026-04-18,"Winnipeg, Manitoba, Canada",WIN,JJ Aldrich,Jamey-Lyn Horth,0,0,50,70,0,0,0,0,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Burns vs. Malott,2026-04-18,"Winnipeg, Manitoba, Canada",WIN,John Yannis,Jamie Siraj,1,0,21,6,0,0,0,0,KO/TKO,Elbows,1,2:43,Bantamweight,0,0,0,0,0,2026,KO
UFC 327: Prochazka vs. Ulberg,2026-04-11,"Miami, Florida, USA",WIN,Carlos Ulberg,Jiri Prochazka,1,0,27,14,0,0,0,0,KO/TKO,Punch,1,3:45,Light Heavyweight,1,0,1,0,0,2026,KO
UFC 327: Prochazka vs. Ulberg,2026-04-11,"Miami, Florida, USA",WIN,Paulo Costa,Azamat Murzakanov,1,0,55,34,0,1,0,1,KO/TKO,Kick,3,1:23,Light Heavyweight,0,0,0,0,0,2026,KO
UFC 327: Prochazka vs. Ulberg,2026-04-11,"Miami, Florida, USA",WIN,Josh Hokit,Curtis Blaydes,0,0,177,174,0,2,0,0,U-DEC,,3,5:00,Heavyweight,0,1,1,0,0,2026,UDEC
UFC 327: Prochazka vs. Ulberg,2026-04-11,"Miami, Florida, USA",WIN,Dominick Reyes,Johnny Walker,0,0,34,42,0,0,0,0,S-DEC,,3,5:00,Light Heavyweight,0,0,0,0,0,2026,SDEC
UFC 327: Prochazka vs. Ulberg,2026-04-11,"Miami, Florida, USA",WIN,Cub Swanson,Nate Landwehr,2,0,37,15,0,0,0,0,KO/TKO,Punch,1,4:06,Featherweight,0,0,0,0,0,2026,KO
UFC 327: Prochazka vs. Ulberg,2026-04-11,"Miami, Florida, USA",WIN,Aaron Pico,Patricio Pitbull,0,0,100,49,6,0,0,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2026,UDEC
UFC 327: Prochazka vs. Ulberg,2026-04-11,"Miami, Florida, USA",WIN,Kevin Holland,Randy Brown,0,0,56,46,0,0,2,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2026,UDEC
UFC 327: Prochazka vs. Ulberg,2026-04-11,"Miami, Florida, USA",WIN,Mateusz Gamrot,Esteban Ribovics,0,0,18,4,4,0,1,0,SUB,Arm Triangle,2,4:19,Lightweight,0,0,0,0,0,2026,SUB
UFC 327: Prochazka vs. Ulberg,2026-04-11,"Miami, Florida, USA",WIN,Tatiana Suarez,Loopy Godinez,0,0,12,18,3,2,1,0,SUB,Rear Naked Choke,2,2:29,Women's Strawweight,0,0,0,0,0,2026,SUB
UFC 327: Prochazka vs. Ulberg,2026-04-11,"Miami, Florida, USA",WIN,Vicente Luque,Kelvin Gastelum,1,0,12,9,0,1,1,0,SUB,Anaconda Choke,1,4:08,Middleweight,0,0,0,0,0,2026,SUB
UFC 327: Prochazka vs. Ulberg,2026-04-11,"Miami, Florida, USA",WIN,Charles Radtke,Francisco Prado,0,0,24,29,4,0,0,2,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2026,UDEC
